orders_details_id,bigbag_number,bigbag_filling_time_end,sifter_speed_nominal_pct
1.0,1.0,2018-06-04 17:20:00.000,0.75
1.0,2.0,2018-06-04 19:05:00.000,0.75
1.0,3.0,2018-06-04 20:35:00.000,0.75
1.0,4.0,2018-06-04 22:15:00.000,0.75
1.0,5.0,2018-06-04 23:35:00.000,0.75
1.0,6.0,2018-06-05 01:05:00.000,0.8
1.0,7.0,2018-06-05 02:35:00.000,0.8
1.0,8.0,2018-06-05 04:05:00.000,0.8
1.0,9.0,2018-06-05 05:25:00.000,0.8
3.0,1.0,2018-06-06 15:00:00.000,0.8
3.0,2.0,2018-06-06 16:40:00.000,0.8
3.0,3.0,2018-06-06 18:20:00.000,0.8
3.0,4.0,2018-06-06 20:00:00.000,0.8
3.0,5.0,2018-06-06 21:20:00.000,0.8
3.0,6.0,2018-06-06 22:50:00.000,0.8
3.0,7.0,2018-06-07 00:25:00.000,0.8
3.0,8.0,2018-06-07 02:00:00.000,0.8
3.0,9.0,2018-06-07 03:45:00.000,0.8
3.0,10.0,2018-06-07 05:00:00.000,0.8
3.0,11.0,2018-06-07 06:25:00.000,0.8
4.0,1.0,2018-06-25 17:20:00.000,0.8
4.0,2.0,2018-06-25 18:45:00.000,0.8
4.0,3.0,2018-06-25 20:00:00.000,0.8
4.0,4.0,2018-06-25 21:15:00.000,0.8
4.0,5.0,2018-06-25 22:30:00.000,0.8
4.0,6.0,2018-06-25 23:50:00.000,0.8
4.0,7.0,2018-06-26 01:10:00.000,0.8
4.0,8.0,2018-06-26 02:30:00.000,0.8
4.0,9.0,2018-06-26 03:45:00.000,0.8
4.0,10.0,2018-06-26 05:10:00.000,0.8
4.0,11.0,2018-06-26 06:15:00.000,0.8
4.0,12.0,2018-06-26 07:25:00.000,0.8
4.0,13.0,2018-06-26 08:35:00.000,0.8
4.0,14.0,2018-06-26 09:45:00.000,0.8
4.0,15.0,2018-06-26 11:00:00.000,0.8
4.0,16.0,2018-06-26 12:10:00.000,0.8
4.0,17.0,2018-06-26 13:15:00.000,0.8
5.0,1.0,2018-06-26 14:30:00.000,0.8
5.0,2.0,2018-06-26 16:00:00.000,0.8
5.0,3.0,2018-06-26 17:40:00.000,0.8
5.0,4.0,2018-06-26 19:25:00.000,0.8
5.0,5.0,2018-06-26 21:00:00.000,0.8
5.0,6.0,2018-06-26 22:20:00.000,0.8
5.0,7.0,2018-06-26 23:35:00.000,0.8
5.0,8.0,2018-06-27 00:50:00.000,0.8
5.0,9.0,2018-06-27 02:00:00.000,0.8
5.0,10.0,2018-06-27 03:20:00.000,0.8
5.0,11.0,2018-06-27 04:40:00.000,0.8
5.0,12.0,2018-06-27 05:55:00.000,0.8
5.0,13.0,2018-06-27 07:10:00.000,0.8
5.0,14.0,2018-06-27 08:25:00.000,0.8
5.0,15.0,2018-06-27 09:45:00.000,0.8
5.0,16.0,2018-06-27 10:55:00.000,0.8
5.0,17.0,2018-06-27 12:10:00.000,0.8
5.0,18.0,2018-06-27 13:10:00.000,0.8
6.0,1.0,2018-06-27 14:45:00.000,0.8
6.0,2.0,2018-06-27 15:55:00.000,0.8
6.0,3.0,2018-06-27 17:10:00.000,0.8
6.0,4.0,2018-06-27 18:30:00.000,0.8
6.0,5.0,2018-06-27 19:45:00.000,0.8
6.0,6.0,2018-06-27 21:00:00.000,0.8
6.0,7.0,2018-06-28 06:30:00.000,0.8
6.0,8.0,2018-06-28 07:40:00.000,0.8
6.0,9.0,2018-06-28 08:50:00.000,0.8
6.0,10.0,2018-06-28 10:05:00.000,0.8
6.0,11.0,2018-06-28 11:20:00.000,0.8
6.0,12.0,2018-06-28 12:45:00.000,0.8
6.0,13.0,2018-06-28 14:30:00.000,0.8
6.0,14.0,2018-06-28 15:10:00.000,0.8
6.0,15.0,2018-06-29 16:30:00.000,0.8
6.0,16.0,2018-06-29 18:05:00.000,0.8
7.0,1.0,2018-07-17 03:25:00.000,0.8
7.0,2.0,2018-07-17 04:50:00.000,0.8
7.0,3.0,2018-07-17 06:00:00.000,1.0
7.0,4.0,2018-07-17 07:10:00.000,1.0
7.0,5.0,2018-07-17 08:25:00.000,1.0
7.0,6.0,2018-07-17 09:40:00.000,1.0
7.0,7.0,2018-07-17 11:00:00.000,1.0
7.0,8.0,2018-07-17 12:10:00.000,1.0
7.0,9.0,2018-07-17 13:30:00.000,1.0
7.0,10.0,2018-07-17 14:40:00.000,1.0
7.0,11.0,2018-07-17 15:55:00.000,1.0
7.0,12.0,2018-07-17 17:15:00.000,1.0
7.0,13.0,2018-07-17 18:35:00.000,1.0
7.0,14.0,2018-07-17 19:55:00.000,1.0
7.0,15.0,2018-07-17 21:15:00.000,1.0
8.0,1.0,2018-07-17 22:45:00.000,1.0
8.0,2.0,2018-07-18 00:05:00.000,1.0
8.0,3.0,2018-07-18 01:10:00.000,1.0
8.0,4.0,2018-07-18 02:20:00.000,1.0
8.0,5.0,2018-07-18 03:35:00.000,1.0
8.0,6.0,2018-07-18 04:35:00.000,1.0
8.0,7.0,2018-07-18 05:30:00.000,1.0
9.0,1.0,2018-08-17 17:10:00.000,0.7
9.0,2.0,2018-08-17 18:55:00.000,0.7
9.0,3.0,2018-08-17 20:25:00.000,0.7
9.0,6.0,2018-08-17 21:35:00.000,0.7
9.0,7.0,2018-08-17 22:50:00.000,0.7
9.0,8.0,2018-08-18 00:10:00.000,0.7
9.0,9.0,2018-08-18 01:20:00.000,0.7
9.0,10.0,2018-08-18 02:30:00.000,0.7
9.0,11.0,2018-08-18 03:35:00.000,0.7
9.0,12.0,2018-08-18 04:50:00.000,0.7
9.0,13.0,2018-08-18 06:15:00.000,0.7
9.0,14.0,2018-08-18 08:05:00.000,0.7
9.0,15.0,2018-08-18 11:30:00.000,0.7
9.0,16.0,2018-08-18 13:10:00.000,0.7
10.0,1.0,2018-08-17 14:10:00.000,0.9
10.0,2.0,2018-08-17 15:25:00.000,0.9
10.0,3.0,2018-08-17 16:20:00.000,1.0
10.0,4.0,2018-08-17 17:35:00.000,1.0
10.0,5.0,2018-08-17 18:55:00.000,1.0
10.0,6.0,2018-08-17 20:00:00.000,1.0
10.0,7.0,2018-08-17 21:15:00.000,1.0
10.0,8.0,2018-08-17 22:20:00.000,1.0
10.0,9.0,2018-08-17 23:50:00.000,1.0
10.0,10.0,2018-08-18 01:10:00.000,1.0
10.0,11.0,2018-08-18 02:10:00.000,1.0
10.0,12.0,2018-08-18 03:20:00.000,1.0
10.0,13.0,2018-08-18 04:25:00.000,1.0
10.0,14.0,2018-08-18 05:30:00.000,1.0
10.0,15.0,2018-08-18 06:45:00.000,1.7
10.0,16.0,2018-08-18 08:00:00.000,1.0
10.0,17.0,2018-08-18 08:55:00.000,1.0
10.0,18.0,2018-08-18 10:45:00.000,1.7
10.0,19.0,2018-08-18 12:05:00.000,1.0
10.0,20.0,2018-08-18 12:45:00.000,1.0
11.0,1.0,2018-08-29 15:30:00.000,0.8
11.0,2.0,2018-08-29 16:50:00.000,0.8
11.0,3.0,2018-08-29 18:00:00.000,0.8
11.0,4.0,2018-08-29 19:20:00.000,0.8
11.0,5.0,2018-08-29 20:55:00.000,0.8
11.0,6.0,2018-08-29 22:05:00.000,0.9
11.0,7.0,2018-08-29 23:25:00.000,1.0
11.0,8.0,2018-08-30 00:40:00.000,1.0
11.0,9.0,2018-08-30 02:00:00.000,1.0
11.0,10.0,2018-08-30 03:25:00.000,1.0
11.0,11.0,2018-08-30 04:50:00.000,1.0
11.0,12.0,2018-08-30 06:10:00.000,1.0
11.0,13.0,2018-08-30 07:15:00.000,1.0
13.0,1.0,2018-10-16 14:30:00.000,0.8
13.0,2.0,2018-10-16 15:50:00.000,0.8
13.0,3.0,2018-10-16 17:15:00.000,0.8
13.0,4.0,2018-10-16 18:40:00.000,0.8
13.0,5.0,2018-10-16 20:00:00.000,0.7
13.0,6.0,2018-10-16 21:20:00.000,0.7
13.0,7.0,2018-10-16 22:55:00.000,0.7
13.0,8.0,2018-10-16 00:05:00.000,0.7
13.0,9.0,2018-10-16 01:25:00.000,0.7
13.0,10.0,2018-10-16 02:50:00.000,0.7
13.0,11.0,2018-10-16 03:30:00.000,0.7
14.0,1.0,2018-11-13 19:05:00.000,0.7
14.0,2.0,2018-11-13 19:50:00.000,0.7
14.0,3.0,2018-11-13 21:10:00.000,0.7
14.0,4.0,2018-11-13 22:35:00.000,0.7
14.0,5.0,2018-11-13 23:55:00.000,0.7
14.0,6.0,2018-11-14 01:36:00.000,0.7
14.0,7.0,2018-11-14 02:53:00.000,0.7
14.0,8.0,2018-11-14 04:40:00.000,0.7
14.0,9.0,2018-11-14 06:10:00.000,0.7
14.0,10.0,2018-11-14 07:35:00.000,0.7
14.0,11.0,2018-11-14 09:10:00.000,0.7
14.0,12.0,2018-11-14 10:35:00.000,0.7
14.0,13.0,2018-11-14 12:05:00.000,0.7
14.0,14.0,2018-11-14 13:15:00.000,0.7
15.0,1.0,2018-11-14 14:45:00.000,0.7
15.0,2.0,2018-11-14 16:15:00.000,0.7
15.0,3.0,2018-11-14 17:40:00.000,0.7
15.0,4.0,2018-11-14 19:10:00.000,0.7
15.0,5.0,2018-11-14 20:55:00.000,0.7
15.0,6.0,2018-11-14 22:35:00.000,0.7
15.0,7.0,2018-11-15 00:00:00.000,0.7
15.0,8.0,2018-11-15 01:45:00.000,0.7
15.0,9.0,2018-11-15 03:21:00.000,0.7
15.0,10.0,2018-11-15 05:03:00.000,0.7
15.0,11.0,2018-11-15 06:35:00.000,0.8
15.0,12.0,2018-11-15 08:10:00.000,0.8
15.0,13.0,2018-11-15 10:00:00.000,0.9
15.0,14.0,2018-11-15 11:35:00.000,0.9
15.0,15.0,2018-11-15 13:05:00.000,0.9
16.0,1.0,2018-11-15 14:40:00.000,0.9
16.0,2.0,2018-11-15 16:05:00.000,0.9
16.0,3.0,2018-11-15 17:30:00.000,0.9
16.0,4.0,2018-11-15 18:55:00.000,0.9
16.0,5.0,2018-11-15 20:30:00.000,0.9
16.0,6.0,2018-11-15 21:20:00.000,0.9
16.0,7.0,2018-11-16 01:35:00.000,0.9
16.0,8.0,2018-11-16 03:20:00.000,0.9
16.0,9.0,2018-11-16 04:55:00.000,0.9
16.0,10.0,2018-11-16 06:30:00.000,0.9
16.0,11.0,2018-11-16 07:55:00.000,0.9
16.0,12.0,2018-11-16 09:30:00.000,0.9
16.0,13.0,2018-11-16 11:10:00.000,0.9
16.0,14.0,2018-11-16 12:40:00.000,0.9
16.0,15.0,2018-11-16 14:10:00.000,0.9
16.0,16.0,2018-11-16 15:40:00.000,0.9
16.0,17.0,2018-11-16 17:20:00.000,0.9
16.0,18.0,2018-11-16 18:55:00.000,0.9
16.0,19.0,2018-11-16 20:00:00.000,0.9
17.0,1.0,2018-11-26 16:10:00.000,0.7
17.0,2.0,2018-11-26 17:55:00.000,0.7
17.0,3.0,2018-11-26 19:25:00.000,0.7
17.0,4.0,2018-11-26 21:00:00.000,0.7
17.0,5.0,2018-11-26 22:20:00.000,0.7
17.0,6.0,2018-11-26 23:40:00.000,0.7
17.0,7.0,2018-11-27 01:15:00.000,0.7
17.0,8.0,2018-11-27 02:35:00.000,0.7
17.0,9.0,2018-11-27 04:00:00.000,0.7
17.0,10.0,2018-11-27 05:20:00.000,0.7
17.0,11.0,2018-11-27 06:45:00.000,0.7
17.0,12.0,2018-11-27 08:25:00.000,0.7
17.0,13.0,2018-11-27 10:05:00.000,0.7
17.0,14.0,2018-11-27 11:55:00.000,0.7
17.0,15.0,2018-11-27 13:50:00.000,0.7
18.0,1.0,2018-11-27 14:55:00.000,0.7
18.0,2.0,2018-11-27 16:20:00.000,0.7
18.0,3.0,2018-11-27 17:50:00.000,0.7
18.0,4.0,2018-11-27 19:20:00.000,0.7
18.0,5.0,2018-11-27 20:50:00.000,0.7
18.0,6.0,2018-11-27 22:20:00.000,0.7
18.0,7.0,2018-11-27 23:45:00.000,0.7
18.0,8.0,2018-11-27 01:00:00.000,0.7
18.0,9.0,,
18.0,10.0,,
18.0,11.0,,
19.0,1.0,2018-12-04 17:25:00.000,0.7
19.0,2.0,2018-12-04 18:45:00.000,0.7
19.0,3.0,2018-12-04 20:00:00.000,0.7
19.0,4.0,2018-12-04 21:20:00.000,0.7
19.0,5.0,2018-12-04 22:40:00.000,0.7
19.0,6.0,2018-12-05 00:00:00.000,0.7
19.0,7.0,2018-12-05 01:30:00.000,0.7
19.0,8.0,2018-12-05 03:05:00.000,0.7
19.0,9.0,2018-12-05 04:40:00.000,0.7
19.0,10.0,2018-12-05 06:10:00.000,0.7
19.0,11.0,2018-12-05 07:25:00.000,0.7
19.0,12.0,2018-12-05 08:45:00.000,0.7
19.0,13.0,2018-12-05 10:00:00.000,0.7
19.0,14.0,2018-12-05 10:45:00.000,0.7
21.0,1.0,2018-12-18 14:05:00.000,0.8
21.0,2.0,2018-12-18 15:40:00.000,0.8
21.0,3.0,2018-12-18 17:10:00.000,0.8
21.0,4.0,2018-12-18 18:50:00.000,0.8
21.0,5.0,2018-12-18 20:30:00.000,0.8
21.0,6.0,2018-12-18 22:10:00.000,0.8
21.0,7.0,2018-12-18 23:40:00.000,0.8
21.0,8.0,2018-12-19 01:15:00.000,0.8
21.0,9.0,2018-12-19 02:40:00.000,0.8
21.0,10.0,2018-12-19 04:00:00.000,0.8
21.0,11.0,2018-12-19 05:30:00.000,0.8
21.0,12.0,2018-12-19 07:00:00.000,0.8
21.0,13.0,2018-12-19 08:10:00.000,0.8
21.0,14.0,2018-12-19 12:10:00.000,0.8
22.0,1.0,2018-12-19 14:10:00.000,0.9
22.0,2.0,2018-12-19 15:35:00.000,0.9
22.0,3.0,2018-12-19 17:05:00.000,0.9
22.0,4.0,2018-12-19 18:35:00.000,0.9
22.0,5.0,2018-12-19 20:10:00.000,0.9
22.0,6.0,2018-12-19 21:40:00.000,0.9
22.0,7.0,2018-12-19 23:05:00.000,0.9
22.0,8.0,2018-12-20 00:25:00.000,0.9
22.0,9.0,2018-12-20 01:50:00.000,0.9
22.0,10.0,2018-12-20 03:20:00.000,0.9
22.0,11.0,2018-12-20 04:55:00.000,0.9
22.0,12.0,2018-12-20 06:25:00.000,0.9
22.0,13.0,2018-12-20 07:15:00.000,0.9
23.0,1.0,2018-12-20 09:00:00.000,0.8
23.0,2.0,2018-12-20 11:00:00.000,0.8
24.0,1.0,2019-01-30 16:55:00.000,0.8
24.0,2.0,2019-01-30 18:20:00.000,0.8
24.0,3.0,2019-01-30 19:40:00.000,0.8
24.0,4.0,2019-01-30 21:00:00.000,0.8
24.0,5.0,2019-01-30 22:20:00.000,0.8
24.0,6.0,2019-01-30 23:40:00.000,0.8
24.0,7.0,2019-01-31 01:05:00.000,0.8
24.0,8.0,2019-01-31 02:20:00.000,0.8
24.0,9.0,2019-01-31 03:50:00.000,0.8
24.0,10.0,2019-01-31 05:10:00.000,0.8
24.0,11.0,2019-01-31 06:40:00.000,0.8
24.0,12.0,2019-01-31 08:10:00.000,0.8
24.0,13.0,2019-01-31 09:45:00.000,0.8
24.0,14.0,2019-01-31 11:00:00.000,0.8
24.0,15.0,2019-01-31 19:30:00.000,0.8
25.0,1.0,2019-01-31 14:35:00.000,0.8
25.0,2.0,2019-01-31 15:55:00.000,0.8
25.0,3.0,2019-01-31 17:15:00.000,0.8
25.0,4.0,2019-01-31 19:00:00.000,0.8
25.0,5.0,2019-01-31 20:35:00.000,0.8
25.0,6.0,2019-01-31 22:05:00.000,0.8
25.0,7.0,2019-01-31 23:25:00.000,0.8
25.0,8.0,2019-02-01 01:00:00.000,0.8
25.0,9.0,2019-02-01 02:20:00.000,0.8
25.0,10.0,2019-02-01 03:55:00.000,0.8
25.0,11.0,2019-02-01 05:15:00.000,0.8
25.0,12.0,2019-02-01 06:40:00.000,0.8
25.0,13.0,2019-02-01 08:05:00.000,0.8
25.0,14.0,2019-02-01 08:35:00.000,0.8
25.0,15.0,2019-02-01 11:05:00.000,0.8
25.0,16.0,2019-02-01 12:40:00.000,0.8
26.0,1.0,2019-01-08 14:35:00.000,0.8
26.0,2.0,2019-01-08 15:45:00.000,0.8
26.0,3.0,2019-01-08 17:20:00.000,0.8
26.0,4.0,2019-01-08 18:50:00.000,0.8
26.0,5.0,2019-01-08 19:40:00.000,0.8
27.0,1.0,2019-02-26 14:15:00.000,0.8
27.0,2.0,2019-02-26 15:45:00.000,0.8
27.0,3.0,2019-02-26 17:15:00.000,0.8
27.0,4.0,2019-02-26 19:00:00.000,0.8
27.0,5.0,2019-02-26 20:45:00.000,0.8
27.0,6.0,2019-02-26 22:30:00.005,0.8
27.0,7.0,2019-02-27 00:00:00.000,0.8
27.0,8.0,2019-02-27 01:30:00.000,0.8
27.0,9.0,2019-02-27 03:15:00.000,0.8
27.0,10.0,2019-02-27 04:50:00.000,0.8
28.0,1.0,2019-02-27 06:25:00.000,0.8
28.0,2.0,2019-02-27 07:55:00.000,0.8
28.0,3.0,2019-02-27 09:40:00.000,0.8
28.0,4.0,2019-02-27 11:25:00.000,0.8
28.0,5.0,2019-02-27 12:45:00.000,0.8
28.0,6.0,2019-02-27 14:20:00.000,0.8
28.0,7.0,2019-02-27 15:55:00.000,0.8
28.0,8.0,2019-02-27 19:55:00.000,0.8
28.0,9.0,2019-02-27 21:15:00.000,0.8
28.0,10.0,2019-02-27 23:00:00.000,0.8
28.0,11.0,2019-02-28 00:40:00.000,0.8
28.0,12.0,2019-02-28 02:25:00.000,0.8
28.0,13.0,2019-02-28 03:30:00.000,0.8
28.0,14.0,2019-02-28 05:20:00.000,0.8
29.0,1.0,2019-02-18 06:40:00.000,0.75
29.0,2.0,2019-02-18 08:00:00.000,0.75
29.0,3.0,2019-02-18 09:21:00.000,0.75
29.0,4.0,2019-02-18 10:50:00.000,0.75
